lead_id,channel,message_text,message_hour,message_length,high_intent_flag,prev_contacts,response_gap_hrs,replied
KCS_00379,Email,"zoom access issues dear support team,

our client, <name>, is unable to access zoom meetings despite having valid credentials. they are experiencing recurring connection errors with zoom version 5.11.0. please advise on",11,219,1,5,14.67,1
KCS_00380,Phone Inquiry,"problema con la impresión a doble cara de la canon pixma mg3620 hola,

me estoy poniendo en contacto para informar sobre un problema con mi canon pixma mg3620 comprada en la tienda online tech. el principal problema que estoy encontrando es que la impresora no ini",11,264,1,6,29.07,1
KCS_00381,WhatsApp,"anfrage zur optimalen aws-konfigurationsunterstützung hallo kundenserviceteam,

ich schreibe, um informationen über die optimale konfiguration von aws-diensten zu erhalten, um die kosten zu senken und unsere bereitstellungsinfrastruktur zu verbessern. un",20,254,1,8,3.36,1
KCS_00382,Email,"battery issue with surface pro dear tech online store customer support,

i hope this message finds you well. i am writing to express my concern regarding a purchase i made from your online store. the product in question is a micros",15,231,1,6,20.03,1
KCS_00383,Email,"demande d'assistance concernant des erreurs logicielles cher service client,

je vous écris pour signaler que notre client, <name>, rencontre des erreurs logicielles intermittentes lors de l'utilisation de notre service de conseil en informatique. nous dem",17,256,0,6,74.24,1
KCS_00384,Phone Inquiry,"immediate solution needed for server outage dear it services support team,

i am reaching out to notify you of an urgent issue we are experiencing with our email systems and internal communication channels. due to a server outage affecting our ",15,244,1,5,8.99,1
KCS_00385,Phone Inquiry,"defekter dell xps 13 9310 erhalten - austausch oder erstattung sehr geehrter kundenservice,

vor kurzem habe ich einen dell xps 13 9310 aus ihrem shop erhalten, allerdings ist dieser defekt. wären sie so freundlich, einen austausch oder eine erstattung zu veranla",10,263,1,4,19.55,1
KCS_00386,WhatsApp,"urgent help needed: macbook air m1 issues dear customer support,

i hope this message finds you well. i recently purchased a macbook air m1 from your online store, and unfortunately, it is not booting up properly. despite following all recomm",13,242,1,7,7.71,1
KCS_00387,Email,"anfrage zur änderung der zugriffsberechtigungen sehr geehrtes kundenserviceteam, ich hoffe, diese nachricht trifft sie wohl. wir verwenden derzeit jira software 8.20, um unsere projekte zu verwalten und die zusammenarbeit im team zu verbessern. all",17,248,1,5,4.59,1
KCS_00388,Email,"intellij idea 2024.1 abstürze nach dem update sehr geehrter kundenservice, ich schreibe, um ein problem mit intellij idea 2024.1 zu melden, das nach dem letzten update wiederholt abstürzt. dieses problem beeinträchtigt erheblich meine java-entwic",15,246,1,6,10.92,1
KCS_00389,Email,"macbook air issue dear tech online store customer support,

i am writing to bring to your attention an issue i have encountered with the macbook air m1 i recently purchased from your store. my name is <name>, and my or",8,218,1,6,19.37,1
KCS_00390,Phone Inquiry,"issue with canon pixma mg3620 connectivity dear tech online store customer support,

i am experiencing ongoing wireless connectivity issues with my canon pixma mg3620 printer. these problems are preventing successful duplex printing and mobile",9,243,1,7,3.46,1
KCS_00391,Email,"urgent: incident technique avec le routeur cisco cher équipe de support client,

j'espère que ce message vous trouve en bonne santé. je vous écris pour signaler un incident technique de haute priorité impliquant l'un de nos dispositifs cisco router ",11,249,1,5,10.22,1
KCS_00392,WhatsApp,"consulta sobre consultoría de ti estimado soporte al cliente,

me comunico para preguntar sobre sus servicios integrales de consultoría de ti. estamos interesados en detalles y precios, específicamente para establecer un sistema de t",19,233,1,6,26.1,1
KCS_00393,Email,"cher support client,

je vous écris pour demander des modifications dans notre configuration aws cloud sous le service de gestion aws. nous visons à optimiser la prestation de services et à améliorer ",13,200,1,6,7.0,1
KCS_00394,WhatsApp,"jira filters help needed dear customer support team, 

i hope this message finds you well. i am reaching out to seek assistance with configuring filters in jira software version 8.20 to enhance our project tracking and manage",11,225,1,6,22.12,1
KCS_00395,Email,"macbook air m1 charging issue dear customer support team,

i am writing to report an issue with my new macbook air m1. it seems that the device is experiencing problems with its battery. the laptop only operates when it is plugged",12,230,1,4,6.27,1
KCS_00396,WhatsApp,"help needed: email setup problem hello customer support team,

i trust this message finds you in good spirits. i'm contacting you on behalf of our client, <name>, who is currently facing a challenge with their email setup. specifical",10,233,1,7,16.68,1
KCS_00397,Phone Inquiry,"problemas de conectividade com impressora canon prezada equipe de suporte da tech online store, estou escrevendo para relatar problemas de conectividade com minha impressora canon pixma mg3620 durante impressões móveis. ela frequentemente perde a c",12,248,1,5,14.12,1
KCS_00398,Email,"request for additional custom fields in jira dear customer support,

we have been using jira software 8.20 for our project management needs and are interested in enhancing our workflow efficiency. to achieve this, we would like to request the im",10,245,1,5,19.69,1
KCS_00399,Email,"problema con la función inalámbrica de la epson ecotank et-4760 hola equipo de soporte,

estoy experimentando un problema con mi impresora epson ecotank et-4760. la función de impresión inalámbrica no está funcionando. he intentado todos los métodos de solución de",18,264,1,6,20.98,1
KCS_00400,Email,"sofortige unterstützung bei verbindungsproblemen erforderlich sehr geehrtes pit services support team,

ich kontaktiere sie, um zu informieren, dass unser cisco router isr4331 kritische verbindungsprobleme hat. diese herausforderung beeinträchtigt alle mitarbeit",13,262,1,6,11.73,1
KCS_00401,Email,"asistencia requerida para la configuración del despliegue de software estimado servicio de atención al cliente de la firma de consultoría de ti,

espero que este mensaje le encuentre bien. me pongo en contacto para solicitar asistencia con un problema que estoy experime",11,270,1,6,18.49,1
KCS_00402,Phone Inquiry,"challenges with access and permissions dear it support team,

i am encountering difficulties concerning the setup of server access, which is affecting my login capabilities and permissions. it appears that the problem may originate from yo",19,239,0,5,69.38,1
KCS_00403,WhatsApp,"sehr geehrtes kundenserviceteam,

ich möchte ihnen über eine verzögerung beim versand meiner letzten bestellung für das ipad pro 2021 berichten. meine kontonummer lautet <acc_num>. es war geplant, das",11,200,1,4,13.36,1
KCS_00404,Email,solicitação de assistência para dicas de otimização do excel estou enfrentando um desempenho lento com o excel. preciso de dicas e solução de problemas para o office 365.,19,170,0,5,75.98,1
KCS_00405,Email,"crítico: problema de congelación de la interfaz de la aplicación estimado equipo de soporte,

me estoy poniendo en contacto para notificarles sobre un problema urgente que afecta su servicio de desarrollo de aplicaciones en javascript react. hemos descubierto que l",8,265,1,5,10.39,1
KCS_00406,Email,urgent cisco router isr4331 issue connectivity disruptions due to cisco router isr4331 affecting multiple users. immediate assistance needed.,16,141,1,5,13.52,1
KCS_00407,WhatsApp,"assistance with adobe photoshop dear tech online store support,

i hope this message finds you well. i am writing to seek assistance regarding the adobe photoshop 2024 software that i purchased with my order number <acc_num>. unfort",13,232,1,5,21.27,1
KCS_00408,WhatsApp,"problema de facturación estimado servicio al cliente, estoy escribiendo para llamar su atención sobre un problema de facturación relacionado con mi compra reciente de la laptop dell xps 13 9310 en su tienda en línea. a pesar",12,224,1,4,7.5,1
KCS_00409,WhatsApp,"demande d'achat cher équipe de support client, j'espère que ce message vous trouve bien. je vous écris pour me renseigner sur les options d'achat pour le macbook air m1, car je suis intéressé par l'acquisition de ce ",8,216,0,6,75.05,1
KCS_00410,Email,"solicitud de intercambio de producto estimado servicio de atención al cliente,

recientemente compré una microsoft surface pro 7 en tech online store, y desafortunadamente, la pantalla táctil no funciona correctamente. he intentado soluc",8,237,1,5,7.35,1
KCS_00411,Phone Inquiry,"demande d'assistance pour l'échange de produit bonjour, je rencontre des problèmes de connexion sans fil persistants avec mon epson ecotank et-4760 récemment acheté. je souhaite demander un échange pour ce produit, car il pose des problèmes depuis",11,247,1,4,23.08,1
KCS_00412,Email,"problemas de conectividade e desempenho do wi-fi com o roteador cisco prezado suporte ao cliente,

estou escrevendo para expressar preocupações sobre problemas contínuos de conectividade do wi-fi atribuídos ao nosso roteador cisco isr4331. nas últimas semanas, temos enf",19,270,1,6,19.51,1
KCS_00413,WhatsApp,"consulta sobre la disponibilidad del macbook air m1 estimado servicio de atención al cliente,<br><br>mi nombre es <name> y estoy interesado en comprar el macbook air m1. agradecería si pudieran proporcionarme información sobre su disponibilidad. además",15,252,1,4,32.46,1
KCS_00414,Email,"solicitação de recurso de bug adicional no vscode caro suporte ao cliente,

estou escrevendo para tratar do problema relacionado à funcionalidade adicional de bug da família não disponível no visual studio code 1.70. atualmente, existem problemas com",12,250,1,5,24.97,1
KCS_00415,WhatsApp,"soporte urgente requerido para problemas de gestión de aws estimado soporte al cliente,

espero que este mensaje le encuentre bien. me estoy comunicando para solicitar asistencia inmediata con un problema de alta prioridad que estamos experimentando con el se",15,259,1,7,15.67,1
KCS_00416,WhatsApp,"necesito asistencia con la configuración inalámbrica del hp deskjet 3755 estimado servicio de atención al cliente,

recientemente compré un hp deskjet 3755 en su tienda en línea y tengo problemas para conectar su función inalámbrica. ¿podría ayudarme con la configuración? ",10,273,0,5,73.92,1
KCS_00417,Phone Inquiry,"billing issue: adobe photoshop subscription renewal dear customer support team,

i hope this message finds you well. i am writing to express my concern regarding a billing issue with the renewal of my adobe photoshop 2024 subscription. despite multiple",10,252,0,6,67.67,1
KCS_00418,Phone Inquiry,"urgent router issue dear customer support,

i am writing to bring to your attention a critical issue we are currently experiencing with our cisco router isr4331. recently, it has been subject to frequent disconnections w",12,220,1,7,8.09,1
KCS_00419,Email,"dear support team,

i would like to bring to your attention an issue we are facing with the scrum board functionality in jira software version 8.20. this situation has become a significant hindrance a",18,200,1,6,27.24,1
KCS_00420,WhatsApp,"demande de renseignement sur un problème de facturation d'intellij idea cher support client, je vous contacte pour me renseigner sur le processus de facturation de ma licence intellij idea 2024.1. je n'ai pas reçu de confirmation de paiement. mon numéro de commande est <o",13,272,1,4,25.09,1
KCS_00421,Phone Inquiry,"assistência imediata necessária: problemas de conexão ao zoom saudações, estou enfrentando problemas de conectividade com a versão 5.11.0 do zoom durante chamadas de vídeo. isso está impactando significativamente nossa eficácia de comunicação e reuniões importan",11,262,1,5,0.1,1
KCS_00422,Email,"urgente: se requiere ayuda para fallo en la instalación - windows 11 pro estimado servicio al cliente, experimenté un error durante la instalación al actualizar a windows 11 pro. agradecería que me brindaran orientación sobre cómo solucionar este inconveniente lo antes pos",20,273,0,5,72.09,1
KCS_00423,Email,"immediate assistance required for unresponsive router dear customer care team,

our cisco router isr4331 has suddenly stopped responding, leading to interruptions in our network service. this issue requires urgent attention and, if needed, a hardware ass",17,254,1,6,22.06,1
KCS_00424,Email,"modification request: aws cost optimization strategy dear customer support team,

i hope this message finds you well. i am writing to request a modification to our current aws cost optimization strategy to include additional budget forecasting tools. as",11,253,0,6,69.93,1
KCS_00425,Email,"pedido de assistência para mudança de configuração da aws prezada equipe de suporte ao cliente,

estou escrevendo para solicitar assistência com uma mudança de configuração para otimizar os custos da infraestrutura da aws e melhorar a eficiência da implantaç",20,258,1,5,1.15,1
KCS_00426,Phone Inquiry,"unmittelbare aufmerksamkeit erforderlich: dell xps 13 heizproblem mein dell xps 13 9310 neigt dazu, während videoanrufen übermäßig heiß zu werden. ich würde ihre hilfe so schnell wie möglich schätzen.",20,200,1,5,17.44,1
KCS_00427,Email,integrationsanfrage bitte integrieren sie die verkaufs-app mit der vorverkaufsdatenbank; als niedrige priorität kennzeichnen.,12,125,0,4,76.92,1
KCS_00428,Phone Inquiry,"issue with software transaction accuracy dear customer support,

i am writing to bring to your attention an issue i’ve encountered with a recent transaction for adobe photoshop 2024. my account number is <acc_num>, and i believe there might ",15,241,1,6,3.86,1
KCS_00429,Email,"demande de mise à jour des dossiers cher service client, 

je vous écris pour demander une mise à jour de notre système de gestion des dossiers des employés en accord avec nos opérations de service de conseil en informatique en cours. l",12,236,0,5,70.88,1
KCS_00430,WhatsApp,"immediate assistance required dear customer support,

i hope this message reaches you well. i am contacting you to request urgent assistance regarding an issue that has emerged during the front-end development of our react javascr",11,230,1,7,14.46,1
KCS_00431,Phone Inquiry,intermittent connection problems reported a firmware update or a reboot may be required.,9,88,1,4,15.87,1
KCS_00432,Email,"aws-cloud-bereitstellung probleme und lösungen hallo, ich erlebe verzögerte antwortzeiten bei meiner aws-cloud-bereitstellung mit ihrem aws-management-service. könnten sie bitte mit der optimalen konfiguration und kostenoptimierung helfen, um dies",11,247,1,6,31.88,1
KCS_00433,Email,"problemas con la actualización de jira software hola equipo de soporte al cliente,

estoy experimentando problemas con la versión 8.20 de jira software. tengo un error al actualizar el estado del ticket, junto con problemas de rendimiento lento. ad",11,248,1,5,25.82,1
KCS_00434,Email,"issue with jira software 8.20 dear customer support,

i'm unable to create new tickets in jira software 8.20 after the recent update. could you please look into it urgently?

best regards,
<name>",12,195,1,4,10.38,1
KCS_00435,Email,"aws configuration change request dear customer support,

i am writing to request a change in our aws configuration under the aws management service. we believe enhancing our cloud infrastructure efficiency will significantly improve ",10,233,1,6,7.2,1
KCS_00436,Phone Inquiry,"dringend: jira-anmeldefehler nach software-update sehr geehrter kundenservice,

ich habe ein problem mit der jira software version 8.20 auf meinem konto <acc_num>. nach dem kürzlichen software-update kann ich nicht auf das ticketsystem zugreifen, da ",20,250,1,5,26.2,1
KCS_00437,WhatsApp,"dear support team,

i hope this message reaches you in good health. my name is <name>, and i am reaching out for assistance regarding the setup of aws services and effective cost management associated",9,200,1,8,33.79,1
KCS_00438,WhatsApp,"dear customer support,

i am writing to request immediate guidance on optimizing our infrastructure costs related to our aws account. we have observed a steady increase in our monthly expenses and bel",15,200,1,7,8.55,1
KCS_00439,Phone Inquiry,"urgente: se requiere asistencia inmediata para un problema de administración de servidores hola soporte al cliente,

espero que este mensaje te encuentre bien. actualmente estamos enfrentando un problema de alta prioridad con nuestra administración de servidores bajo su servicio de consulto",12,291,1,5,4.57,1
KCS_00440,Email,"assistance requise pour des problèmes de connectivité du routeur bonjour service client,

je rencontre des problèmes de connectivité avec mon routeur cisco isr4331. j'ai besoin d'aide pour configurer un réseau wi-fi sécurisé et optimisé. veuillez me guider tout au ",12,265,1,5,21.39,1
KCS_00441,Phone Inquiry,"synchronisierungsprobleme liebes support-team,

ich wende mich an sie, um meine sorgen über ein problem auszudrücken, das ich mit der google workspace business standard-suite habe. konkret habe ich schwierigkeiten mit der e-ma",12,226,1,7,29.22,1
KCS_00442,WhatsApp,"schwierigkeiten mit flimmern des dell xps 13 9310 bildschirms lieber kundendienst,

ich habe schwierigkeiten mit dem flackern meines dell xps 13 9310 bildschirms. könnten sie mir bitte dabei helfen, dieses problem zu beheben? meine kontonummer lautet <acc_num>.
",18,262,1,6,9.39,1
KCS_00443,Email,"dringend: konnektivitätsprobleme mit cisco router isr4331 sehr geehrtes it-serviceteam,

ich schreibe, um ein problem mit dem cisco router isr4331 zu melden, das plötzliche konnektivitätsunterbrechungen aufweist. das problem beeinträchtigt die netzwerkleistu",11,258,1,6,9.18,1
KCS_00444,Email,"anzeige-flackern bei dell xps 13 produkt sehr geehrter kundenservice, ich schreibe, um ein anzeigenproblem zu melden, das wir mit dem dell xps 13 modell 9310 haben. der bildschirm flackert intermittierend, was meine produktivität erheblich b",8,241,1,6,5.26,1
KCS_00445,Email,"demande de modifications des autorisations d'accès cher service client,

j'espère que ce message vous trouve en bonne santé. je vous écris pour demander un changement des autorisations d'accès google drive pour les outils de collaboration de données c",19,251,1,6,31.07,1
KCS_00446,Email,"überzahlung für den kauf von microsoft surface pro 7 sehr geehrter kundenservice, ich habe eine überzahlung für meinen kürzlichen kauf eines microsoft surface pro 7 bemerkt. die rechnung überstieg den erwarteten gesamtbetrag bei weitem. bitte überprüfen",18,253,1,5,8.65,1
KCS_00447,Email,"request to update jira license dear customer support,

i am writing to request an update for our jira software 8.20 license. our current one is expiring soon and we need continued access to ensure smooth project management. please ",11,231,0,5,67.97,1
KCS_00448,Email,"urgent: zoom 5.11.0 disconnections dear customer support, 

i am writing to report that users are experiencing unexpected disconnections during active video conferencing sessions on zoom version 5.11.0. this issue disrupts important me",13,235,1,7,15.25,1
KCS_00449,WhatsApp,"suporte urgente para problema de laptop caro suporte da tech online store,

estou escrevendo para solicitar urgentemente assistência referente a uma séria falha de hardware com meu laptop dell xps 13 9310. este dispositivo de alto desempenh",9,240,1,7,1.88,1
KCS_00450,Email,"urgent request: immediate restoration of cisco router dear customer support team,

i am writing to inform you of a critical issue that we are encountering with one of our essential network devices. it involves our cisco router isr4331, which unexpectedly",9,254,1,7,10.04,1
KCS_00451,Email,"issue with creating jira tickets dear customer support, i am experiencing an issue with jira software 8.20, where the screen freezes when attempting to submit forms for new tickets. this is severely affecting our workflow efficiency.",17,233,0,5,67.6,1
KCS_00452,Email,"issue with epson ecotank et-4760 wireless function hello support team,

i'm experiencing an issue with my epson ecotank et-4760 printer. the wireless printing feature is not functioning. i have attempted all troubleshooting methods advised by the user",12,251,1,6,13.85,1
KCS_00453,Email,"issues experienced with our it consulting service dear customer support team,

i hope this message finds you well. i am writing to express my concern regarding the recent server downtime we have experienced, despite utilizing your it consulting servi",15,250,1,5,19.8,1
KCS_00454,Email,"relatório de problema: dell xps 13 superaquecendo durante o uso prezado suporte ao cliente,

estou escrevendo para relatar um problema persistente que venho enfrentando com meu dell xps 13 9310 recém-adquirido. durante o uso regular, o laptop tende a superaquecer ",19,264,1,6,23.26,1
KCS_00455,Email,"solicitud de optimización y solución de problemas del sistema informático estimado equipo de soporte al cliente,

estoy escribiendo para solicitar asistencia respecto a la optimización del sistema informático y la solución de problemas para mejorar el rendimiento y la estab",11,274,1,6,26.96,1
KCS_00456,WhatsApp,"assistência necessária para configuração inicial caro equipe de suporte da tech online store,

espero que esta mensagem os encontre bem. recentemente, comprei um dell xps 13 9310 em sua loja e estou buscando assistência com a configuração inicial do",8,249,0,5,59.34,1
KCS_00457,Email,"problema de sobrecargo con el plan de google workspace estimado soporte al cliente,

se me cobró de más por almacenamiento en la nube adicional a pesar de haber degradado mi plan en google workspace business standard. le agradecería que revisaran y ajusta",8,255,1,4,23.75,1
KCS_00458,Phone Inquiry,"problem mit der bereitstellung des aws management service sehr geehrter kundenservice,

ich wende mich an sie, um ihre unterstützung bei einem problem anzufordern, das wir im zusammenhang mit dem aws management service haben. unser team, geleitet von <name>,",16,258,1,7,28.5,1
KCS_00459,Phone Inquiry,"review needed for server configuration dear it services support, 

our client, <name>, is experiencing interruptions with their collaboration tools. we believe the solution possibly lies in the server configuration settings. we request a t",19,239,1,6,3.66,1
KCS_00460,Email,"sehr geehrter support des tech online store,

ich habe probleme beim zugriff auf google drive in meinem google workspace business standard-konto. jedes mal, wenn ich versuche, mich anzumelden, erhalte",13,200,1,5,21.12,1
KCS_00461,Email,"caro cliente do suporte ao cliente da tech online store,

estou escrevendo para solicitar assistência na atualização do meu microsoft surface pro 7 para windows 11. recentemente, soube que o windows 1",12,200,1,6,25.0,1
KCS_00462,WhatsApp,"urgent cloud infrastructure issue dear customer support,

we are experiencing a critical issue with our cloud infrastructure managed through your aws management service, resulting in unscheduled downtime of our production servers. thi",14,234,1,7,3.04,1
KCS_00463,WhatsApp,"asistencia requerida para la configuración del dell xps 13 estimado servicio de atención al cliente,

me pongo en contacto para solicitar orientación sobre la configuración de mi nuevo dell xps 13 9310. como busco lograr un rendimiento óptimo de este disposit",18,259,1,6,19.43,1
KCS_00464,WhatsApp,"request for routine maintenance of ticket system dear customer support,

i hope this message finds you well. i am writing to request a routine maintenance check of our ticketing system within our it consulting service package. we believe this mainte",15,249,0,6,71.42,1
KCS_00465,Email,"request for consistent server performance dear customer support,<br><br>my name is <name> and i am reaching out to you, as a customer utilizing your it consulting service. we've been experiencing occasional overloads with our current server s",11,242,1,5,8.88,1
KCS_00466,Email,"urgent dns resolution issue dear customer support team,

i am writing to inform you of a pressing issue that has recently arisen with our it services, particularly with dns configuration, which has significantly affected network",17,228,1,6,10.87,1
KCS_00467,Email,"urgent jira issue dear customer support, 

i am reaching out to report a critical issue we're experiencing with jira software 8.20. our team members, including <name>, are unable to assign tasks within the platform. th",10,218,1,6,24.08,1
KCS_00468,Phone Inquiry,"problema de conectividad del teclado surface pro 7 estimado soporte al cliente de la tienda en línea de tecnología,

estoy experimentando problemas de conectividad con el teclado desmontable de mi microsoft surface pro 7. se desconecta con frecuencia ",10,251,1,5,24.01,1
KCS_00469,Phone Inquiry,"problem mit der hp deskjet 3755 verbindung sehr geehrtes kundenserviceteam,

ich habe probleme, meinen hp deskjet 3755 mit meinem wlan-netzwerk zu verbinden, was remote-druckaufträge verhindert. könnten sie bitte einige anleitungen oder fehler",15,243,1,7,25.25,1
KCS_00470,WhatsApp,"immediate support request dear it services customer support,

my name is <name>, and i urgently need assistance with optimizing our it infrastructure and server administration. we aim to enhance efficiency within our client’s ",11,226,1,5,3.63,1
KCS_00471,Email,"dringend: wiederholte systemausfälle beim dell xps 13 9310 hallo tech online store kundenservice,

ich schreibe, um ein fortlaufendes problem mit meinem dell xps 13 9310 laptop zu melden, den ich über ihren online-shop gekauft habe. in den letzten wochen habe",16,259,1,6,0.1,1
KCS_00472,WhatsApp,question regarding unanticipated aws fees i require assistance with aws fees.,11,77,1,4,19.49,1
KCS_00473,Phone Inquiry,"urgent: jira software 8.20 error resolution needed dear customer support,

i hope this message finds you well. i am encountering an error within the ticket system during the ongoing project management activities with jira software 8.20. this issue has",11,251,1,5,21.57,1
KCS_00474,WhatsApp,"demande de rapport sur la mise à niveau du serveur cher équipe de support client,

j'espère que ce message vous trouve en bonne santé. je m'appelle <name>, et je vous contacte pour demander un rapport complet détaillant les mises à niveau potentielles",20,251,0,7,67.91,1
KCS_00475,Email,"sehr geehrter it-services-kundensupport,

wir haben probleme mit der aws-kostenoptimierung und bemerken abrechnungsdiskrepanzen. eine sofortige lösung ist erforderlich, da dies erhebliche finanzielle ",8,200,1,4,18.31,1
KCS_00476,Phone Inquiry,"abrechnungsproblem mit der verlängerung von google workspace sehr geehrter kundensupport,

ich schreibe, um ein abrechnungsproblem bezüglich meines google workspace business standard abonnements zu bestreiten. die verlängerungsgebühren stimmen nicht mit dem ver",15,261,1,4,13.31,1
KCS_00477,WhatsApp,"assistance with samsung qled setup dear customer support,

i need help setting up my new samsung qled qn90a smart tv and connecting it to wi-fi. could you please provide guidance or recommend any specific steps or resources? thank you ",8,235,1,4,19.84,1
KCS_00478,Email,"solicitando alterações para melhoria da estratégia aws caro suporte de serviços de ti,

espero que este e-mail o encontre bem. estou escrevendo para solicitar mudanças em nossa estratégia atual de gestão da aws para melhorar nossa otimização de custos e e",16,255,1,6,6.16,1
KCS_00479,Phone Inquiry,"problem with dell xps 13 9310 charging dear customer support,

i am facing a charging issue with my dell xps 13 9310. the laptop does not turn on despite multiple attempts with various charging cables. my order number is <acc_num>. could y",11,239,1,5,10.88,1
KCS_00480,Phone Inquiry,"bonjour équipe d'assistance clientèle,

je rencontre des difficultés pour l'installation de norton antivirus plus sur mon dispositif. pouvez-vous m'assister afin de résoudre cette situation le plus ra",9,200,1,5,10.2,1
KCS_00481,WhatsApp,"demande de retour pour l'achat d'un macbook air m1 cher service client,

j'espère que ce message vous trouve en bonne santé. j'ai récemment acheté un macbook air m1 dans votre boutique en ligne, et ma commande est arrivée il y a quelques jours. le num",15,251,1,4,20.36,1
KCS_00482,Email,"product exchange request dear customer support team,

i am writing to request an exchange of a product i recently purchased at tech online store. the item in question is the hp deskjet 3755 printer, which i have been experien",16,225,1,6,19.56,1
KCS_00483,Phone Inquiry,"problema de facturación con el servicio de aws estimado servicio de atención al cliente,

me pongo en contacto para informar sobre un problema de facturación relacionado con el servicio de gestión de aws. nuestro cliente, <name>, director de <name",15,247,1,6,7.66,1
KCS_00484,Email,"problem with norton antivirus plus subscription dear customer service, 

i am experiencing a problem with my norton antivirus plus subscription. i would appreciate your help in resolving this at your earliest convenience. my account number is <acc_",9,248,1,4,20.54,1
KCS_00485,WhatsApp,"anfrage zum dell xps 13 9310 sehr geehrter kundenservice,

ich hoffe, diese nachricht trifft sie wohl. ich wende mich an sie, um informationen über das dell xps 13 9310-laptop zu erfragen, da ich einen möglichen kauf in betracht ",11,229,1,6,23.35,1
KCS_00486,WhatsApp,"request high-priority support for aws optimization dear it services support, 

i am reaching out to request high-priority technical support to optimize our aws cloud deployment. we aim to enhance cost management and boost performance using your aws ma",13,251,1,5,3.69,1
KCS_00487,Phone Inquiry,"problèmes de connectivité avec le routeur cisco cher support client,

j'éprouve des problèmes de connectivité sporadiques avec mon routeur cisco isr4331 récemment acheté. la connexion se coupe de manière inattendue et je suspecte qu'il pourrait y a",11,248,0,4,74.08,1
KCS_00488,Phone Inquiry,"problème d'impression recto verso avec le canon pixma mg3620 bonjour,

je vous contacte pour signaler un problème avec mon canon pixma mg3620 acheté chez tech online store. le principal problème que je rencontre est que l'imprimante n'initie pas l'impression re",17,261,1,7,16.93,1
KCS_00489,WhatsApp,"aide demandée : configuration et entretien pour l'epson ecotank et-4760 cher support client,

j'ai besoin d'aide pour configurer et entretenir mes réservoirs d'encre à haut rendement epson ecotank et-4760. pourriez-vous me fournir des conseils sur ces tâches ? merci pour ",10,272,1,4,22.93,1
KCS_00490,Phone Inquiry,"issue with hp deskjet 3755 connection dear customer support team,

i am experiencing issues connecting my hp deskjet 3755 to my wi-fi network, which is preventing any remote printing tasks. could you please provide some guidance or troubl",15,238,1,5,25.46,1
KCS_00491,Email,"frequent error code 502 on jira platform access dear it services support,

i hope this message finds you well. i am writing to inform you about an ongoing issue where i am unable to access the jira platform while regularly encountering an error cod",20,248,1,5,9.46,1
KCS_00492,Email,"urgent: network outage with cisco router isr4331 dear it services support team,

i hope this message finds you well. i am writing to report a significant network outage involving our cisco router isr4331. due to this issue, all devices in our office",19,249,1,5,36.09,1
KCS_00493,Email,"dringend: aws management-service ist ausgefallen sehr geehrter it-servicedesk,

ich schreibe, um ein kritisches problem mit dem aws management-service zu melden, der anscheinend ausgefallen ist. dieser ausfall betrifft den zugang zu wesentlicher inf",10,249,1,5,6.85,1
KCS_00494,WhatsApp,"anfrage zur sofortigen ersatzlieferung des fehlerhaften macbook air m1 akkus sehr geehrtes tech online store support team,

ich schreibe, um einen sofortigen austausch des akkus meines kürzlich gekauften macbook air m1 aufgrund häufiger und zufälliger abschaltungen zu beantrag",8,277,1,7,8.72,1
KCS_00495,Phone Inquiry,"konnektivitätsprobleme liebe support-team,

ich schreibe, um meine besorgnis über die häufigen netzwerkabbrüche und die langsame datenübertragung auszudrücken, die wir mit unserer aktuellen ausrüstung erleben. insbesondere ",20,223,1,5,23.53,1
KCS_00496,Email,"problema con la impresora hp deskjet estimado servicio al cliente,

estoy escribiendo para informar un problema con nuestra impresora hp deskjet 3755, que actualmente muestra un 'error de atascado de papel' que impide cualquier operación",18,237,1,5,17.53,1
KCS_00497,Email,"problem mit der microsoft surface pro 7 tastatur sehr geehrter kundenservice,  

ich habe ein problem mit meinem microsoft surface pro 7. die abnehmbare tastatur funktioniert während verkaufspräsentationen nicht richtig, was meine produktivität beei",19,249,1,4,29.04,1
KCS_00498,Email,"incidente de alta prioridad: disrupciones en el router cisco estimado soporte al cliente,

estamos experimentando problemas significativos con nuestro router cisco isr4331, lo que impacta nuestra estabilidad de red debido a frecuentes desconexiones. este es un ",12,261,1,7,17.66,1
KCS_00499,Email,"urgent: connectivity issues with wireless printing dear customer support, i am experiencing intermittent connectivity issues with my hp deskjet 3755 printer, particularly affecting its wireless printing capabilities. i have attempted various troublesh",16,251,1,6,5.12,1
KCS_00500,Phone Inquiry,"problema de parpadeo en la pantalla del dell xps 13 estimado servicio de atención al cliente, me pongo en contacto para informar sobre un problema con mi dell xps 13 (modelo 9310) comprado en su tienda online tech. después de la reciente actualización ",10,252,1,6,8.83,1
KCS_00501,WhatsApp,"urgent help required regarding billing problems dear customer service,

i am contacting you to notify you of a billing concern i am facing with multiple transactions made through the tech online store via the google chrome extension version 102.0. ",12,248,1,6,8.26,1
KCS_00502,WhatsApp,"high priority request for it service dear it consulting firm support team, i hope this message finds you well. i am writing to express our urgent need for enhanced server administration and comprehensive it solutions. we have been experi",18,237,1,7,2.24,1
